group,measurement
treatment,14426
treatment,14386
treatment,14325
treatment,14460
treatment,14249
treatment,14501
treatment,14460
treatment,14314
treatment,14156
treatment,14464
treatment,14459
treatment,14297
treatment,14318
treatment,14185
treatment,14333
treatment,14327
treatment,14297
treatment,14242
treatment,14248
treatment,14501
treatment,14157
treatment,14055
treatment,14215
treatment,14379
treatment,14449
treatment,14252
treatment,14556
treatment,14380
treatment,14352
treatment,14309
treatment,14391
treatment,14407
treatment,14281
treatment,14346
treatment,14144
treatment,14334
treatment,14561
treatment,14514
treatment,14499
treatment,14274
treatment,14206
treatment,14265
treatment,14255
treatment,14367
treatment,14244
treatment,14158
treatment,14538
treatment,14382
treatment,14514
treatment,14179
treatment,14434
treatment,14207
treatment,14301
treatment,14255
treatment,14270
treatment,14524
treatment,14271
treatment,14394
treatment,14434
treatment,14231
treatment,14180
treatment,14410
treatment,14278
treatment,14284
treatment,14352
treatment,14283
treatment,14207
treatment,14423
treatment,14350
treatment,14346
treatment,14467
treatment,14427
treatment,14400
treatment,14475
treatment,14571
treatment,14064
treatment,14293
treatment,14452
treatment,14256
treatment,14349
treatment,14402
treatment,14294
treatment,14355
treatment,14282
treatment,14298
treatment,14347
treatment,14369
treatment,14224
treatment,14286
treatment,14344
treatment,14294
treatment,14342
treatment,14229
treatment,14249
treatment,14365
treatment,14280
treatment,14168
treatment,14292
treatment,14387
treatment,14313
treatment,14160
treatment,14377
treatment,14078
treatment,14368
treatment,14315
treatment,14377
treatment,14445
treatment,14340
treatment,14384
treatment,14298
treatment,14260
treatment,14447
treatment,14233
treatment,14291
treatment,14484
treatment,14346
treatment,14487
treatment,14338
treatment,14100
treatment,14308
treatment,14459
treatment,14286
treatment,14457
treatment,14283
treatment,14275
treatment,14543
treatment,14200
treatment,14611
treatment,14197
treatment,14201
treatment,14221
treatment,14380
treatment,14592
treatment,14521
treatment,14443
treatment,14387
treatment,14418
treatment,14371
treatment,14347
treatment,14310
treatment,14338
treatment,14220
treatment,14372
treatment,14252
treatment,14278
treatment,14347
treatment,14363
treatment,14522
treatment,14446
treatment,14327
treatment,14385
treatment,14375
treatment,14335
treatment,14179
treatment,14179
treatment,14223
treatment,14220
treatment,14231
treatment,14452
treatment,14581
treatment,14321
treatment,14296
treatment,14250
treatment,14305
treatment,14533
treatment,14391
treatment,14296
treatment,14278
treatment,14194
treatment,14334
treatment,14303
treatment,14411
treatment,14352
treatment,14520
treatment,14517
treatment,14426
treatment,14355
treatment,14193
treatment,14288
treatment,14307
treatment,14291
treatment,14440
treatment,14425
treatment,14442
treatment,14527
treatment,14500
treatment,14061
treatment,14385
treatment,14347
treatment,14303
treatment,14534
treatment,14381
treatment,14310
treatment,14162
treatment,14418
treatment,14391
treatment,14603
treatment,14395
treatment,14300
treatment,14147
treatment,14211
treatment,14339
treatment,14331
treatment,14480
treatment,14366
treatment,14222
treatment,14179
treatment,14362
treatment,14298
treatment,14264
treatment,14540
treatment,14395
treatment,14423
treatment,14582
treatment,14349
treatment,14265
treatment,14453
treatment,14277
treatment,14434
treatment,14121
treatment,14418
treatment,14343
treatment,14532
treatment,14459
treatment,14222
treatment,14316
treatment,14537
treatment,14314
treatment,14616
treatment,14367
treatment,14533
treatment,14387
treatment,14264
treatment,14464
treatment,14591
treatment,14327
treatment,14392
treatment,14484
treatment,14662
treatment,14508
treatment,14213
treatment,14202
treatment,14275
treatment,14405
treatment,14576
treatment,14334
treatment,14385
treatment,14427
treatment,14272
treatment,14200
treatment,14314
treatment,14165
treatment,14334
treatment,14283
treatment,14367
treatment,14242
treatment,14372
treatment,14368
treatment,14490
treatment,14360
treatment,14234
treatment,14320
treatment,14679
treatment,14508
treatment,14228
treatment,14321
treatment,14385
treatment,14359
treatment,14379
treatment,14310
treatment,14251
treatment,14345
treatment,14331
treatment,14459
treatment,14218
treatment,14273
treatment,14724
treatment,14286
treatment,14263
treatment,14460
treatment,14356
treatment,14289
treatment,14360
treatment,14432
treatment,14253
treatment,14242
treatment,14440
treatment,14302
treatment,14389
treatment,14249
treatment,14426
treatment,14379
treatment,14602
treatment,14186
treatment,14298
treatment,14414
treatment,14246
treatment,14430
treatment,14330
treatment,14255
treatment,14385
treatment,14311
treatment,14332
treatment,14307
treatment,14356
treatment,14337
treatment,14519
treatment,14242
treatment,14343
treatment,14305
treatment,14173
treatment,14284
treatment,14453
treatment,14338
treatment,14380
treatment,14429
treatment,14475
treatment,14268
treatment,14379
treatment,14368
treatment,14309
treatment,14405
treatment,14595
treatment,14481
treatment,14455
treatment,14426
treatment,14462
treatment,14328
treatment,14362
treatment,14361
treatment,14296
treatment,14469
treatment,14496
treatment,14576
treatment,14136
treatment,14206
treatment,14193
treatment,14387
treatment,14463
treatment,14441
treatment,14504
treatment,14248
treatment,14453
treatment,14263
treatment,14176
treatment,14258
treatment,14271
treatment,14400
treatment,14309
treatment,14324
treatment,14252
treatment,14272
treatment,14333
treatment,14353
treatment,14377
treatment,14185
treatment,14405
treatment,14360
treatment,14188
treatment,14413
treatment,14090
treatment,14261
treatment,14307
treatment,14254
treatment,14261
treatment,14645
treatment,14290
treatment,14280
treatment,14396
treatment,14343
treatment,14428
treatment,14432
treatment,14326
treatment,14433
treatment,14279
treatment,14271
treatment,14353
treatment,14275
treatment,14380
treatment,14408
treatment,14153
treatment,14373
treatment,14236
treatment,14416
treatment,14283
treatment,14494
treatment,14372
treatment,14388
treatment,14354
treatment,14240
treatment,14366
treatment,14206
treatment,14149
treatment,14406
treatment,14231
treatment,14369
treatment,14396
treatment,14399
treatment,14246
treatment,14383
treatment,14211
treatment,14506
treatment,14084
treatment,14474
treatment,14313
treatment,14206
treatment,14308
treatment,14347
treatment,14264
treatment,14410
treatment,14364
treatment,14288
treatment,14350
treatment,14264
treatment,14627
treatment,14592
treatment,14522
treatment,14419
treatment,14156
treatment,14162
treatment,14454
treatment,14324
treatment,14419
treatment,14426
treatment,14279
treatment,14318
treatment,14585
treatment,14299
treatment,14490
treatment,14320
treatment,14355
treatment,14328
treatment,14452
treatment,14263
treatment,14371
treatment,14112
treatment,14277
treatment,14306
treatment,14305
treatment,14241
treatment,14082
treatment,14393
treatment,14345
treatment,14349
treatment,14432
treatment,14155
treatment,14104
treatment,14484
treatment,14232
treatment,14356
treatment,14261
treatment,14213
treatment,14213
treatment,14251
treatment,14510
treatment,14581
treatment,14425
treatment,14513
treatment,14359
treatment,14190
treatment,14539
treatment,14419
treatment,14318
treatment,14290
treatment,14371
treatment,14200
treatment,14380
treatment,14379
treatment,14395
treatment,14242
treatment,14197
treatment,14410
treatment,14399
treatment,14180
treatment,14309
treatment,14281
treatment,14280
treatment,14363
treatment,14449
treatment,14593
treatment,14475
treatment,14403
treatment,14344
treatment,14220
treatment,14352
treatment,14316
treatment,14537
treatment,14449
treatment,14331
treatment,14414
treatment,14228
treatment,14171
treatment,14358
treatment,14435
treatment,14152
treatment,14476
treatment,14327
treatment,14440
treatment,14314
treatment,14540
treatment,14341
treatment,14251
treatment,14389
treatment,14354
treatment,14281
treatment,14246
treatment,14468
treatment,14328
treatment,14453
treatment,14360
treatment,14348
treatment,14332
treatment,14408
treatment,14412
treatment,14336
treatment,14412
treatment,14509
treatment,14190
treatment,14375
treatment,14263
treatment,14241
treatment,14138
treatment,14383
treatment,14308
treatment,14332
treatment,14395
treatment,14398
treatment,14354
treatment,14594
treatment,14298
treatment,14294
treatment,14369
treatment,14214
treatment,14250
treatment,14332
treatment,14432
treatment,14310
treatment,14281
treatment,14274
treatment,14403
treatment,14356
treatment,14338
treatment,14171
treatment,14127
treatment,14450
treatment,14314
treatment,14488
treatment,14356
treatment,14316
treatment,14415
treatment,14259
treatment,14312
treatment,14390
treatment,14330
treatment,14203
treatment,14212
treatment,14448
treatment,14322
treatment,14040
treatment,14453
treatment,14160
treatment,14388
treatment,14490
treatment,14197
treatment,14376
treatment,14267
treatment,14522
treatment,14358
treatment,14339
treatment,14137
treatment,14236
treatment,14236
treatment,14237
treatment,14412
treatment,14352
treatment,14476
treatment,14315
treatment,14314
treatment,14207
treatment,14281
treatment,14359
treatment,14417
treatment,14366
treatment,14391
treatment,14273
treatment,14250
treatment,14277
treatment,14137
treatment,14289
treatment,14291
treatment,14493
treatment,14260
treatment,14193
treatment,14529
treatment,14233
treatment,14422
treatment,14406
treatment,14118
treatment,14507
treatment,14336
treatment,14395
treatment,14299
treatment,14297
treatment,14476
treatment,14376
treatment,14440
treatment,14583
treatment,14481
treatment,14584
treatment,14364
treatment,14166
treatment,14095
treatment,14348
treatment,14167
treatment,14229
treatment,14188
treatment,14359
treatment,14239
treatment,14462
treatment,14318
treatment,14243
treatment,14282
treatment,14386
treatment,14356
treatment,14257
treatment,14366
treatment,14471
treatment,14356
treatment,14181
treatment,14300
treatment,14241
treatment,14085
treatment,14343
treatment,14284
treatment,14178
treatment,14538
treatment,14192
treatment,14131
treatment,14315
treatment,14421
treatment,14424
treatment,14503
treatment,14335
treatment,14279
treatment,14206
treatment,14462
treatment,14360
treatment,14351
treatment,14407
treatment,14165
treatment,14076
treatment,14365
treatment,14386
treatment,14110
treatment,14348
treatment,14242
treatment,14315
treatment,14372
treatment,14326
treatment,14281
treatment,14269
treatment,14240
treatment,14416
treatment,14308
treatment,14569
treatment,14621
treatment,14326
treatment,14381
treatment,14495
treatment,14308
treatment,14283
treatment,14356
treatment,14349
treatment,14452
treatment,14500
treatment,14279
treatment,14335
treatment,14234
treatment,14147
treatment,14401
treatment,14501
treatment,14477
treatment,14344
treatment,14429
treatment,14358
treatment,14180
treatment,14429
treatment,14289
treatment,14167
treatment,14313
treatment,14434
treatment,14305
treatment,14234
treatment,14302
treatment,14357
treatment,14380
treatment,14526
treatment,14264
treatment,14521
treatment,14382
treatment,14216
treatment,14326
treatment,14405
treatment,14641
treatment,14362
treatment,14563
treatment,14305
treatment,14174
treatment,14286
treatment,14279
treatment,14436
treatment,14291
treatment,14301
treatment,14339
treatment,14356
treatment,14450
treatment,14507
treatment,14454
treatment,14151
treatment,14204
treatment,14334
treatment,14410
treatment,14106
treatment,14350
treatment,14563
treatment,14355
treatment,14370
treatment,14398
treatment,14283
treatment,14326
treatment,14120
treatment,14269
treatment,14360
treatment,14191
treatment,14539
treatment,14263
treatment,14291
treatment,14308
treatment,14264
treatment,14272
treatment,14335
treatment,14218
treatment,14414
treatment,14297
treatment,14326
treatment,14288
treatment,14500
treatment,14343
treatment,14388
treatment,14440
treatment,14199
treatment,14250
treatment,14364
treatment,14463
treatment,14459
treatment,14218
treatment,14317
treatment,14455
treatment,14342
treatment,14362
treatment,14337
treatment,14449
treatment,14231
treatment,14289
treatment,14420
treatment,14097
treatment,14334
treatment,14344
treatment,14478
treatment,14405
treatment,14498
treatment,14447
treatment,14372
treatment,14365
treatment,14361
treatment,14266
treatment,14299
treatment,14288
treatment,14326
treatment,14281
treatment,14309
treatment,14404
treatment,14230
treatment,14162
treatment,14400
treatment,14333
treatment,14274
treatment,14296
treatment,14286
treatment,14438
treatment,14238
treatment,13941
treatment,14217
treatment,14309
treatment,14349
treatment,14563
treatment,14400
treatment,14262
treatment,14270
treatment,14415
treatment,14148
treatment,14351
treatment,14215
treatment,14246
treatment,14317
treatment,14203
treatment,14267
treatment,14352
treatment,14429
treatment,14369
treatment,14215
treatment,14254
treatment,14310
treatment,14249
treatment,14258
treatment,14378
treatment,14415
treatment,14460
treatment,14212
treatment,14296
treatment,14314
treatment,14057
treatment,14292
treatment,14258
treatment,14417
treatment,14533
treatment,14241
treatment,14462
treatment,14513
treatment,14420
treatment,14373
treatment,14282
treatment,14202
treatment,14361
treatment,14283
treatment,14328
treatment,14372
treatment,14320
treatment,14291
treatment,14161
treatment,14242
treatment,14576
treatment,14406
treatment,14322
treatment,14172
treatment,14328
treatment,14395
treatment,14485
treatment,14281
treatment,14399
treatment,14333
treatment,14105
treatment,14155
treatment,14361
treatment,14348
treatment,14520
treatment,14322
treatment,14441
treatment,14345
treatment,14324
treatment,14200
treatment,14476
treatment,14093
treatment,14429
treatment,14173
treatment,14306
treatment,14281
treatment,14340
treatment,14447
treatment,14453
treatment,14143
treatment,14375
treatment,14282
treatment,14262
treatment,14167
treatment,14232
treatment,14250
treatment,14307
treatment,14352
treatment,14394
treatment,14286
treatment,14293
treatment,14327
treatment,14340
treatment,14261
treatment,14212
treatment,14480
treatment,14239
treatment,14391
treatment,14240
treatment,14257
treatment,14466
treatment,14312
treatment,14345
treatment,14450
treatment,14531
treatment,14466
treatment,14385
treatment,14420
treatment,14339
treatment,14142
treatment,14371
treatment,14375
treatment,14294
treatment,14283
treatment,14599
treatment,14240
treatment,14335
treatment,14410
treatment,14204
treatment,14301
treatment,14395
treatment,14246
treatment,14219
treatment,14466
treatment,14400
treatment,14118
treatment,14283
treatment,14514
treatment,14175
treatment,14470
treatment,14359
treatment,14323
treatment,14149
treatment,14363
treatment,14309
treatment,14416
treatment,14360
treatment,14304
treatment,14476
treatment,14312
treatment,14395
treatment,14482
treatment,14316
treatment,14166
treatment,14458
treatment,14290
treatment,14409
treatment,14290
treatment,14263
treatment,14295
treatment,14257
treatment,14227
treatment,14365
treatment,14282
treatment,14537
treatment,14231
treatment,14525
treatment,14200
treatment,14358
treatment,14403
treatment,14431
treatment,14261
treatment,14258
treatment,14279
treatment,14292
treatment,14190
treatment,14366
treatment,14209
treatment,14318
treatment,14264
treatment,14354
treatment,14283
treatment,14455
treatment,14340
treatment,14235
treatment,14346
treatment,14444
treatment,14498
treatment,14418
treatment,14335
treatment,14340
treatment,14331
treatment,14380
treatment,14468
treatment,14202
treatment,14407
treatment,14133
treatment,14307
treatment,14279
treatment,14193
treatment,14342
treatment,14349
treatment,14472
treatment,14343
treatment,14402
treatment,14264
treatment,14298
treatment,14338
treatment,14306
treatment,14212
treatment,14373
treatment,14215
treatment,14169
treatment,14463
treatment,14150
treatment,14358
treatment,14728
treatment,14432
treatment,14270
treatment,14273
treatment,14367
treatment,14350
treatment,14379
treatment,14416
treatment,14343
treatment,14333
treatment,14270
treatment,14321
treatment,14248
treatment,14362
treatment,14316
treatment,14457
treatment,14256
treatment,14170
treatment,14379
treatment,14378
treatment,14488
treatment,14423
treatment,14207
treatment,14383
treatment,14352
treatment,14444
treatment,14478
treatment,14456
treatment,14261
treatment,14384
treatment,14208
treatment,14158
treatment,14410
treatment,14304
treatment,14588
treatment,14229
treatment,14628
treatment,14421
treatment,14544
treatment,14458
treatment,14410
treatment,14141
treatment,14362
treatment,14270
treatment,14110
treatment,14304
treatment,14263
treatment,14331
treatment,14256
treatment,14384
treatment,14171
treatment,14307
treatment,14380
treatment,14233
treatment,14305
treatment,14005
treatment,14201
treatment,14374
treatment,14339
treatment,14339
treatment,14336
treatment,14218
treatment,14402
treatment,14266
treatment,14383
treatment,14558
treatment,14276
treatment,14435
treatment,14303
treatment,14253
treatment,14401
treatment,14316
treatment,14395
treatment,14541
treatment,14331
treatment,14317
treatment,14394
treatment,14363
treatment,14369
treatment,14206
treatment,14231
treatment,14251
treatment,14467
treatment,14428
treatment,14477
treatment,14166
treatment,14418
treatment,14372
treatment,14585
treatment,14457
treatment,14336
treatment,14326
treatment,14380
treatment,14188
treatment,14181
treatment,14311
treatment,14412
treatment,14386
treatment,14373
treatment,14323
treatment,14444
treatment,14325
treatment,14249
treatment,14202
treatment,14287
treatment,14210
treatment,14247
treatment,14184
treatment,14455
treatment,14244
treatment,14281
treatment,14402
treatment,14177
treatment,14220
treatment,14549
treatment,14244
treatment,14397
treatment,14556
treatment,14409
treatment,14387
treatment,14588
treatment,14249
treatment,14140
treatment,14269
treatment,14256
treatment,14339
treatment,14271
treatment,14442
treatment,14410
treatment,14194
treatment,14431
treatment,14328
treatment,14067
treatment,14417
treatment,14156
treatment,14501
treatment,14336
treatment,14314
treatment,14430
treatment,14352
treatment,14456
treatment,14404
treatment,14300
treatment,14522
treatment,14083
treatment,14270
treatment,14228
treatment,14304
treatment,14358
treatment,14341
treatment,14484
treatment,14353
treatment,14430
treatment,14263
treatment,14258
treatment,14366
treatment,14338
treatment,14466
treatment,14285
treatment,14415
treatment,14353
treatment,14487
treatment,14335
treatment,14348
treatment,14464
treatment,14191
treatment,14403
treatment,14305
treatment,14266
treatment,14444
treatment,14301
treatment,14398
treatment,14529
treatment,14472
treatment,14621
treatment,14231
treatment,14146
treatment,14376
treatment,14472
treatment,14371
treatment,14061
treatment,14367
treatment,14337
treatment,14436
treatment,14183
treatment,14451
treatment,14178
treatment,14204
treatment,14052
treatment,14536
treatment,14075
treatment,14436
treatment,14320
treatment,14303
treatment,14486
treatment,14397
treatment,14405
treatment,14606
treatment,14488
treatment,14646
treatment,14214
treatment,14141
treatment,14349
treatment,14368
treatment,14368
treatment,14414
treatment,14368
treatment,14320
treatment,14401
treatment,14321
treatment,14411
treatment,14476
treatment,14085
treatment,14308
treatment,14412
treatment,14228
treatment,14527
treatment,14450
treatment,14392
treatment,14213
treatment,14257
treatment,14312
treatment,14445
treatment,14428
treatment,14521
treatment,14326
treatment,14226
treatment,14341
treatment,14192
treatment,14471
treatment,14235
treatment,14415
treatment,14452
treatment,14248
treatment,14224
treatment,14128
treatment,14346
treatment,14367
treatment,14350
treatment,14359
treatment,14307
treatment,14135
treatment,14267
treatment,14187
treatment,14307
treatment,14274
treatment,14229
treatment,14224
treatment,14249
treatment,14195
treatment,14390
treatment,14469
treatment,14281
treatment,14386
treatment,14449
treatment,14538
treatment,14227
treatment,14403
treatment,14274
treatment,14396
treatment,14333
treatment,14425
treatment,14193
treatment,14292
treatment,14407
treatment,14334
treatment,14298
treatment,14173
treatment,14347
treatment,14410
treatment,14433
treatment,14375
treatment,14345
treatment,14122
treatment,14507
treatment,14120
treatment,14275
treatment,14416
treatment,14408
treatment,14195
treatment,14368
treatment,14441
treatment,14389
treatment,14482
treatment,14352
treatment,14475
treatment,14278
treatment,14285
treatment,14410
treatment,14381
treatment,14464
treatment,14512
treatment,14082
treatment,14405
treatment,14154
treatment,14187
treatment,14213
treatment,14290
treatment,14307
treatment,14219
treatment,14478
treatment,14356
treatment,14185
treatment,14248
treatment,14310
treatment,14507
treatment,14250
treatment,14219
treatment,14605
treatment,14295
treatment,14287
treatment,14323
treatment,14267
treatment,14372
treatment,14340
treatment,14328
treatment,14357
treatment,14380
treatment,14063
treatment,14173
treatment,14386
treatment,14431
treatment,14174
treatment,14479
treatment,14237
treatment,14232
treatment,14265
treatment,14233
treatment,14350
treatment,14539
treatment,14305
treatment,14167
treatment,14427
treatment,14332
treatment,14420
treatment,14246
treatment,14388
treatment,14260
treatment,14284
treatment,14261
treatment,14361
treatment,14138
treatment,14169
treatment,14289
treatment,14289
treatment,14363
treatment,14112
treatment,14509
treatment,14432
treatment,14296
treatment,14478
treatment,14491
treatment,14107
treatment,14377
treatment,14490
treatment,14327
treatment,14328
treatment,14268
treatment,14392
treatment,14351
treatment,14316
treatment,14495
treatment,14288
treatment,14245
treatment,14548
treatment,14325
treatment,14300
treatment,14395
treatment,14364
treatment,14192
treatment,14471
treatment,14359
treatment,14335
treatment,14373
treatment,14245
treatment,14310
treatment,14388
treatment,14406
treatment,14270
treatment,14353
treatment,14328
treatment,14439
treatment,14379
treatment,14376
treatment,14414
treatment,14381
treatment,14196
treatment,14572
treatment,14305
treatment,14329
treatment,14335
treatment,14183
treatment,14274
treatment,14389
treatment,14323
treatment,14321
treatment,14383
treatment,14245
treatment,14276
treatment,14530
treatment,14262
treatment,14309
treatment,14226
treatment,14486
treatment,14371
treatment,14419
treatment,14310
treatment,14334
treatment,14333
treatment,14254
treatment,14145
treatment,14487
treatment,14439
treatment,14485
treatment,14189
treatment,14344
treatment,14376
treatment,14408
treatment,14489
treatment,14337
treatment,14525
treatment,14127
treatment,14397
treatment,14226
treatment,14411
treatment,14517
treatment,14269
treatment,14498
treatment,14347
treatment,14547
treatment,14415
treatment,14291
treatment,14355
treatment,14262
treatment,14421
treatment,14259
treatment,14298
treatment,14027
treatment,14244
treatment,14248
treatment,14476
treatment,14433
treatment,14379
treatment,14366
treatment,14442
treatment,14341
treatment,14515
treatment,14384
treatment,14285
treatment,14434
treatment,14342
treatment,14458
treatment,14495
treatment,14162
treatment,14343
treatment,14433
treatment,14164
treatment,14306
treatment,14253
treatment,14432
treatment,14231
treatment,14326
treatment,14211
treatment,14480
treatment,14383
treatment,14320
treatment,14169
treatment,14348
treatment,14418
treatment,14343
treatment,14362
treatment,14368
treatment,14139
treatment,14209
treatment,14230
treatment,14408
treatment,14362
treatment,14265
treatment,14189
treatment,14422
treatment,14318
treatment,14042
treatment,14198
treatment,14557
treatment,14358
treatment,14184
treatment,14496
treatment,14347
treatment,14462
treatment,14242
treatment,14548
treatment,14328
treatment,14306
treatment,14261
treatment,14297
treatment,14261
treatment,14552
treatment,14278
treatment,14451
treatment,14419
treatment,14297
treatment,14232
treatment,14332
treatment,14466
treatment,14412
treatment,14477
treatment,14464
treatment,14240
treatment,14338
treatment,14511
treatment,14118
treatment,14336
treatment,14365
treatment,14445
treatment,14387
treatment,14209
treatment,14317
treatment,14446
treatment,14516
treatment,14428
treatment,14279
treatment,14265
treatment,14263
treatment,14185
treatment,14278
treatment,14376
treatment,14496
treatment,14331
treatment,14368
treatment,14394
treatment,14376
treatment,14504
treatment,14457
treatment,14284
treatment,14053
treatment,14185
treatment,14384
treatment,14355
treatment,14408
treatment,14269
treatment,14459
treatment,14449
treatment,14445
treatment,14239
treatment,14224
treatment,14325
treatment,14233
treatment,14315
treatment,14185
treatment,14527
treatment,14243
treatment,14292
treatment,14199
treatment,14388
treatment,14471
treatment,14618
treatment,14211
treatment,14616
treatment,14484
treatment,14320
treatment,14289
treatment,14346
treatment,14394
treatment,14552
treatment,14294
treatment,14419
treatment,14353
treatment,14418
treatment,14355
treatment,14472
treatment,14321
treatment,14443
treatment,14251
treatment,14269
treatment,14469
treatment,14223
treatment,14424
treatment,14324
treatment,14188
treatment,14667
treatment,14180
treatment,14330
treatment,14287
treatment,14248
treatment,14440
treatment,14318
treatment,14265
treatment,14464
treatment,14366
treatment,14226
treatment,14318
treatment,14094
treatment,14362
treatment,14345
treatment,14488
treatment,14393
treatment,14261
treatment,14229
treatment,14407
treatment,14137
treatment,14367
treatment,14366
treatment,14620
treatment,14183
treatment,14299
treatment,14520
treatment,14363
treatment,14412
treatment,14385
treatment,14315
treatment,14256
treatment,14330
treatment,14461
treatment,14310
treatment,14277
treatment,14252
treatment,14155
treatment,14244
treatment,14375
treatment,14233
treatment,14345
treatment,14283
treatment,14217
treatment,14359
treatment,14667
treatment,14079
treatment,14193
treatment,14285
treatment,14320
treatment,14338
treatment,14623
treatment,14536
treatment,14329
treatment,14377
treatment,14577
treatment,14286
treatment,14353
treatment,14313
treatment,14196
treatment,14141
treatment,14264
treatment,14430
treatment,14375
treatment,14552
treatment,14430
treatment,14427
treatment,14330
treatment,14311
treatment,14348
treatment,14381
treatment,14298
treatment,14363
treatment,14302
treatment,14355
treatment,14253
treatment,14397
treatment,14491
treatment,14268
treatment,14430
treatment,14303
treatment,14370
treatment,14406
treatment,14395
treatment,14392
treatment,14250
treatment,14385
treatment,14246
treatment,14201
treatment,14254
treatment,14307
treatment,14424
treatment,14051
treatment,14366
treatment,14347
treatment,14486
treatment,14275
treatment,14463
treatment,14456
treatment,14308
treatment,14365
treatment,14245
treatment,14341
treatment,14236
treatment,14556
treatment,14104
treatment,14373
treatment,14478
treatment,14149
treatment,14431
treatment,14223
treatment,14222
treatment,14408
treatment,14408
treatment,14424
treatment,14485
treatment,14512
treatment,14218
treatment,14376
treatment,14399
treatment,14623
treatment,14363
treatment,14086
treatment,14174
treatment,14314
treatment,14259
treatment,14580
treatment,14209
treatment,14193
treatment,14257
treatment,14277
treatment,14059
treatment,14472
treatment,14263
treatment,14349
treatment,14276
treatment,14447
treatment,14382
treatment,14280
treatment,14230
treatment,14332
treatment,14121
treatment,14342
treatment,14338
